# x y z rho mue
0.815408 0.000000 0.000000 0.700000 7.241613
0.817909 0.000000 0.000000 0.700000 7.241613
0.820410 0.000000 0.000000 0.700000 7.241613
0.822911 0.000000 0.000000 0.700000 7.241613
0.825413 0.000000 0.000000 0.700000 7.241613
0.827914 0.000000 0.000000 0.700000 7.241613
0.830415 0.000000 0.000000 0.700000 7.241613
0.832916 0.000000 0.000000 0.700000 7.241613
0.835418 0.000000 0.000000 0.700000 7.241613
0.837919 0.000000 0.000000 0.700000 7.241613
0.840420 0.000000 0.000000 0.700000 7.241613
0.842921 0.000000 0.000000 0.700000 7.241613
0.845423 0.000000 0.000000 0.700000 7.241613
0.847924 0.000000 0.000000 0.700000 7.241613
0.850425 0.000000 0.000000 0.700000 7.241613
0.852926 0.000000 0.000000 0.700000 7.241613
0.855428 0.000000 0.000000 0.700000 7.241613
0.857929 0.000000 0.000000 0.700000 7.241613
0.860430 0.000000 0.000000 0.700000 7.241613
0.862931 0.000000 0.000000 0.700000 7.241613
0.865433 0.000000 0.000000 0.700000 7.241613
0.867934 0.000000 0.000000 0.700000 7.241613
0.870435 0.000000 0.000000 0.700000 7.241613
0.872936 0.000000 0.000000 0.700000 7.241613
0.875438 0.000000 0.000000 0.700000 7.241613
0.877939 0.000000 0.000000 0.700000 7.241613
0.880440 0.000000 0.000000 0.700000 7.241613
0.882941 0.000000 0.000000 0.700000 7.241613
0.885443 0.000000 0.000000 0.700000 7.241613
0.887944 0.000000 0.000000 0.700000 7.241613
0.890445 0.000000 0.000000 0.700000 7.241613
0.892946 0.000000 0.000000 0.700000 7.241613
0.895448 0.000000 0.000000 0.700000 7.241613
0.897949 0.000000 0.000000 0.700000 7.241613
0.900450 0.000000 0.000000 0.700000 7.241613
0.902951 0.000000 0.000000 0.700000 7.241613
0.905453 0.000000 0.000000 0.700000 7.241613
0.907954 0.000000 0.000000 0.700000 7.241613
0.910455 0.000000 0.000000 0.700000 7.241613
0.912956 0.000000 0.000000 0.700000 7.241613
0.915458 0.000000 0.000000 0.700000 7.241613
0.917959 0.000000 0.000000 0.700000 7.241613
0.920460 0.000000 0.000000 0.700000 7.241613
0.922961 0.000000 0.000000 0.700000 7.241613
0.925463 0.000000 0.000000 0.700000 7.241613
0.927964 0.000000 0.000000 0.700000 7.241613
0.930465 0.000000 0.000000 0.700000 7.241613
0.932966 0.000000 0.000000 0.700000 7.241613
0.935468 0.000000 0.000000 0.700000 7.241613
0.937969 0.000000 0.000000 0.700000 7.241613
0.940470 0.000000 0.000000 0.700000 7.241613
0.942971 0.000000 0.000000 0.700000 7.241613
0.945473 0.000000 0.000000 0.700000 7.241613
0.947974 0.000000 0.000000 0.700000 7.241613
0.950475 0.000000 0.000000 0.700000 7.241613
0.952976 0.000000 0.000000 0.700000 7.241613
0.955478 0.000000 0.000000 0.700000 7.241613
0.957979 0.000000 0.000000 0.700000 7.241613
0.960480 0.000000 0.000000 0.700000 7.241613
0.962981 0.000000 0.000000 0.700000 7.241613
0.965483 0.000000 0.000000 0.700000 7.241613
0.967984 0.000000 0.000000 0.700000 7.241613
0.970485 0.000000 0.000000 0.700000 7.241613
0.972986 0.000000 0.000000 0.700000 7.241613
0.975488 0.000000 0.000000 0.700000 7.241613
0.977989 0.000000 0.000000 0.700000 7.241613
0.980490 0.000000 0.000000 0.700000 7.241613
0.982991 0.000000 0.000000 0.700000 7.241613
0.985493 0.000000 0.000000 0.700000 7.241613
0.987994 0.000000 0.000000 0.700000 7.241613
0.990495 0.000000 0.000000 0.700000 7.241613
0.992996 0.000000 0.000000 0.700000 7.241613
0.995498 0.000000 0.000000 0.700000 7.241613
0.997999 0.000000 0.000000 0.700000 7.241613
1.000500 0.000000 0.000000 0.700000 7.241613
1.003002 0.000000 0.000000 0.700000 7.241613
1.005503 0.000000 0.000000 0.700000 7.241613
1.008004 0.000000 0.000000 0.700000 7.241613
1.010505 0.000000 0.000000 0.700000 7.241613
1.013007 0.000000 0.000000 0.700000 7.241613
1.015508 0.000000 0.000000 0.700000 7.241613
1.018009 0.000000 0.000000 0.700000 7.241613
1.020510 0.000000 0.000000 0.700000 7.241613
1.023012 0.000000 0.000000 0.700000 7.241613
1.025513 0.000000 0.000000 0.700000 7.241613
1.028014 0.000000 0.000000 0.700000 7.241613
1.030515 0.000000 0.000000 0.700000 7.241613
1.033017 0.000000 0.000000 0.700000 7.241613
1.035518 0.000000 0.000000 0.700000 7.241613
1.038019 0.000000 0.000000 0.700000 7.241613
1.040520 0.000000 0.000000 0.700000 7.241613
1.043022 0.000000 0.000000 0.700000 7.241613
1.045523 0.000000 0.000000 0.700000 7.241613
1.048024 0.000000 0.000000 0.700000 7.241613
1.050525 0.000000 0.000000 0.700000 7.241613
1.053027 0.000000 0.000000 0.700000 7.241613
1.055528 0.000000 0.000000 0.700000 7.241613
1.058029 0.000000 0.000000 0.700000 7.241613
1.060530 0.000000 0.000000 0.700000 7.241613
1.063032 0.000000 0.000000 0.700000 7.241613
1.065533 0.000000 0.000000 0.700000 7.241613
1.068034 0.000000 0.000000 0.700000 7.241613
1.070535 0.000000 0.000000 0.700000 7.241613
1.073037 0.000000 0.000000 0.700000 7.241613
1.075538 0.000000 0.000000 0.700000 7.241613
1.078039 0.000000 0.000000 0.700000 7.241613
1.080540 0.000000 0.000000 0.700000 7.241613
1.083042 0.000000 0.000000 0.700000 7.241613
1.085543 0.000000 0.000000 0.700000 7.241613
1.088044 0.000000 0.000000 0.700000 7.241613
1.090545 0.000000 0.000000 0.700000 7.241613
1.093047 0.000000 0.000000 0.700000 7.241613
1.095548 0.000000 0.000000 0.700000 7.241613
1.098049 0.000000 0.000000 0.700000 7.241613
1.100550 0.000000 0.000000 0.700000 7.241613
1.103052 0.000000 0.000000 0.700000 7.241613
1.105553 0.000000 0.000000 0.700000 7.241613
1.108054 0.000000 0.000000 0.700000 7.241613
1.110555 0.000000 0.000000 0.700000 7.241613
1.113057 0.000000 0.000000 0.700000 7.241613
1.115558 0.000000 0.000000 0.700000 7.241613
1.118059 0.000000 0.000000 0.700000 7.241613
1.120560 0.000000 0.000000 0.700000 7.241613
1.123062 0.000000 0.000000 0.700000 7.241613
1.125563 0.000000 0.000000 0.700000 7.241613
1.128064 0.000000 0.000000 0.700000 7.241613
1.130565 0.000000 0.000000 0.700000 7.241613
1.133067 0.000000 0.000000 0.700000 7.241613
1.135568 0.000000 0.000000 0.700000 7.241613
1.138069 0.000000 0.000000 0.700000 7.241613
1.140570 0.000000 0.000000 0.700000 7.241613
1.143072 0.000000 0.000000 0.700000 7.241613
1.145573 0.000000 0.000000 0.700000 7.241613
1.148074 0.000000 0.000000 0.700000 7.241613
1.150575 0.000000 0.000000 0.700000 7.241613
1.153077 0.000000 0.000000 0.700000 7.241613
1.155578 0.000000 0.000000 0.700000 7.241613
1.158079 0.000000 0.000000 0.700000 7.241613
1.160580 0.000000 0.000000 0.700000 7.241613
1.163082 0.000000 0.000000 0.700000 7.241613
1.165583 0.000000 0.000000 0.700000 7.241613
1.168084 0.000000 0.000000 0.700000 7.241613
1.170585 0.000000 0.000000 0.700000 7.241613
1.173087 0.000000 0.000000 0.700000 7.241613
1.175588 0.000000 0.000000 0.700000 7.241613
1.178089 0.000000 0.000000 0.700000 7.241613
1.180590 0.000000 0.000000 0.700000 7.241613
1.183092 0.000000 0.000000 0.700000 7.241613
1.185593 0.000000 0.000000 0.700000 7.241613
1.188094 0.000000 0.000000 0.700000 7.241613
1.190595 0.000000 0.000000 0.700000 7.241613
1.193097 0.000000 0.000000 0.700000 7.241613
1.195598 0.000000 0.000000 0.700000 7.241613
1.198099 0.000000 0.000000 0.700000 7.241613
1.200600 0.000000 0.000000 0.700000 7.241613
1.203102 0.000000 0.000000 0.700000 7.241613
1.205603 0.000000 0.000000 0.700000 7.241613
1.208104 0.000000 0.000000 0.700000 7.241613
1.210605 0.000000 0.000000 0.700000 7.241613
1.213107 0.000000 0.000000 0.700000 7.241613
1.215608 0.000000 0.000000 0.700000 7.241613
1.218109 0.000000 0.000000 0.700000 7.241613
1.220610 0.000000 0.000000 0.700000 7.241613
1.223112 0.000000 0.000000 0.700000 7.241613
1.225613 0.000000 0.000000 0.700000 7.241613
1.228114 0.000000 0.000000 0.700000 7.241613
1.230615 0.000000 0.000000 0.700000 7.241613
1.233117 0.000000 0.000000 0.700000 7.241613
1.235618 0.000000 0.000000 0.700000 7.241613
1.238119 0.000000 0.000000 0.700000 7.241613
1.240620 0.000000 0.000000 0.700000 7.241613
1.243122 0.000000 0.000000 0.700000 7.241613
1.245623 0.000000 0.000000 0.700000 7.241613
1.248124 0.000000 0.000000 0.700000 7.241613
1.250625 0.000000 0.000000 0.700000 7.241613
1.253127 0.000000 0.000000 0.700000 7.241613
1.255628 0.000000 0.000000 0.700000 7.241613
1.258129 0.000000 0.000000 0.700000 7.241613
1.260630 0.000000 0.000000 0.700000 7.241613
1.263132 0.000000 0.000000 0.700000 7.241613
1.265633 0.000000 0.000000 0.700000 7.241613
1.268134 0.000000 0.000000 0.700000 7.241613
1.270635 0.000000 0.000000 0.700000 7.241613
1.273137 0.000000 0.000000 0.700000 7.241613
1.275638 0.000000 0.000000 0.700000 7.241613
1.278139 0.000000 0.000000 0.700000 7.241613
1.280640 0.000000 0.000000 0.700000 7.241613
1.283142 0.000000 0.000000 0.700000 7.241613
1.285643 0.000000 0.000000 0.700000 7.241613
1.288144 0.000000 0.000000 0.700000 7.241613
1.290645 0.000000 0.000000 0.700000 7.241613
1.293147 0.000000 0.000000 0.700000 7.241613
1.295648 0.000000 0.000000 0.700000 7.241613
1.298149 0.000000 0.000000 0.700000 7.241613
1.300650 0.000000 0.000000 0.700000 7.241613
1.303152 0.000000 0.000000 0.700000 7.241613
1.305653 0.000000 0.000000 0.700000 7.241613
1.308154 0.000000 0.000000 0.700000 7.241613
1.310655 0.000000 0.000000 0.700000 7.241613
1.313157 0.000000 0.000000 0.700000 7.241613
1.315658 0.000000 0.000000 0.700000 7.241613
1.318159 0.000000 0.000000 0.700000 7.241613
1.320660 0.000000 0.000000 0.700000 7.241613
1.323162 0.000000 0.000000 0.700000 7.241613
1.325663 0.000000 0.000000 0.700000 7.241613
1.328164 0.000000 0.000000 0.700000 7.241613
1.330665 0.000000 0.000000 0.700000 7.241613
1.333167 0.000000 0.000000 0.700000 7.241613
1.335668 0.000000 0.000000 0.700000 7.241613
1.338169 0.000000 0.000000 0.700000 7.241613
1.340670 0.000000 0.000000 0.700000 7.241613
1.343172 0.000000 0.000000 0.700000 7.241613
1.345673 0.000000 0.000000 0.700000 7.241613
1.348174 0.000000 0.000000 0.700000 7.241613
1.350675 0.000000 0.000000 0.700000 7.241613
1.353177 0.000000 0.000000 0.700000 7.241613
1.355678 0.000000 0.000000 0.700000 7.241613
1.358179 0.000000 0.000000 0.700000 7.241613
1.360680 0.000000 0.000000 0.700000 7.241613
1.363182 0.000000 0.000000 0.700000 7.241613
1.365683 0.000000 0.000000 0.700000 7.241613
1.368184 0.000000 0.000000 0.700000 7.241613
1.370685 0.000000 0.000000 0.700000 7.241613
1.373187 0.000000 0.000000 0.700000 7.241613
1.375688 0.000000 0.000000 0.700000 7.241613
1.378189 0.000000 0.000000 0.700000 7.241613
1.380690 0.000000 0.000000 0.700000 7.241613
1.383192 0.000000 0.000000 0.700000 7.241613
1.385693 0.000000 0.000000 0.700000 7.241613
1.388194 0.000000 0.000000 0.700000 7.241613
1.390695 0.000000 0.000000 0.700000 7.241613
1.393197 0.000000 0.000000 0.700000 7.241613
