# x y z rho mue
1.395698 0.000000 0.000000 0.700000 7.241613
1.398199 0.000000 0.000000 0.700000 7.241613
1.400700 0.000000 0.000000 0.700000 7.241613
1.403202 0.000000 0.000000 0.700000 7.241613
1.405703 0.000000 0.000000 0.700000 7.241613
1.408204 0.000000 0.000000 0.700000 7.241613
1.410705 0.000000 0.000000 0.700000 7.241613
1.413207 0.000000 0.000000 0.700000 7.241613
1.415708 0.000000 0.000000 0.700000 7.241613
1.418209 0.000000 0.000000 0.700000 7.241613
1.420710 0.000000 0.000000 0.700000 7.241613
1.423212 0.000000 0.000000 0.700000 7.241613
1.425713 0.000000 0.000000 0.700000 7.241613
1.428214 0.000000 0.000000 0.700000 7.241613
1.430715 0.000000 0.000000 0.700000 7.241613
1.433217 0.000000 0.000000 0.700000 7.241613
1.435718 0.000000 0.000000 0.700000 7.241613
1.438219 0.000000 0.000000 0.700000 7.241613
1.440720 0.000000 0.000000 0.700000 7.241613
1.443222 0.000000 0.000000 0.700000 7.241613
1.445723 0.000000 0.000000 0.700000 7.241613
1.448224 0.000000 0.000000 0.700000 7.241613
1.450725 0.000000 0.000000 0.700000 7.241613
1.453227 0.000000 0.000000 0.700000 7.241613
1.455728 0.000000 0.000000 0.700000 7.241613
1.458229 0.000000 0.000000 0.700000 7.241613
1.460730 0.000000 0.000000 0.700000 7.241613
1.463232 0.000000 0.000000 0.700000 7.241613
1.465733 0.000000 0.000000 0.700000 7.241613
1.468234 0.000000 0.000000 0.700000 7.241613
1.470735 0.000000 0.000000 0.700000 7.241613
1.473237 0.000000 0.000000 0.700000 7.241613
1.475738 0.000000 0.000000 0.700000 7.241613
1.478239 0.000000 0.000000 0.700000 7.241613
1.480740 0.000000 0.000000 0.700000 7.241613
1.483242 0.000000 0.000000 0.700000 7.241613
1.485743 0.000000 0.000000 0.700000 7.241613
1.488244 0.000000 0.000000 0.700000 7.241613
1.490745 0.000000 0.000000 0.700000 7.241613
1.493247 0.000000 0.000000 0.700000 7.241613
1.495748 0.000000 0.000000 0.700000 7.241613
1.498249 0.000000 0.000000 0.700000 7.241613
1.500750 0.000000 0.000000 0.700000 7.241613
1.503252 0.000000 0.000000 0.700000 7.241613
1.505753 0.000000 0.000000 0.700000 7.241613
1.508254 0.000000 0.000000 0.700000 7.241613
1.510755 0.000000 0.000000 0.700000 7.241613
1.513257 0.000000 0.000000 0.700000 7.241613
1.515758 0.000000 0.000000 0.700000 7.241613
1.518259 0.000000 0.000000 0.700000 7.241613
1.520760 0.000000 0.000000 0.700000 7.241613
1.523262 0.000000 0.000000 0.700000 7.241613
1.525763 0.000000 0.000000 0.700000 7.241613
1.528264 0.000000 0.000000 0.700000 7.241613
1.530765 0.000000 0.000000 0.700000 7.241613
1.533267 0.000000 0.000000 0.700000 7.241613
1.535768 0.000000 0.000000 0.700000 7.241613
1.538269 0.000000 0.000000 0.700000 7.241613
1.540770 0.000000 0.000000 0.700000 7.241613
1.543272 0.000000 0.000000 0.700000 7.241613
1.545773 0.000000 0.000000 0.700000 7.241613
1.548274 0.000000 0.000000 0.700000 7.241613
1.550775 0.000000 0.000000 0.700000 7.241613
1.553277 0.000000 0.000000 0.700000 7.241613
1.555778 0.000000 0.000000 0.700000 7.241613
1.558279 0.000000 0.000000 0.700000 7.241613
1.560780 0.000000 0.000000 0.700000 7.241613
1.563282 0.000000 0.000000 0.700000 7.241613
1.565783 0.000000 0.000000 0.700000 7.241613
1.568284 0.000000 0.000000 0.700000 7.241613
1.570785 0.000000 0.000000 0.700000 7.241613
1.573287 0.000000 0.000000 0.700000 7.241613
1.575788 0.000000 0.000000 0.700000 7.241613
1.578289 0.000000 0.000000 0.700000 7.241613
1.580790 0.000000 0.000000 0.700000 7.241613
1.583292 0.000000 0.000000 0.700000 7.241613
1.585793 0.000000 0.000000 0.700000 7.241613
1.588294 0.000000 0.000000 0.700000 7.241613
1.590795 0.000000 0.000000 0.700000 7.241613
1.593297 0.000000 0.000000 0.700000 7.241613
1.595798 0.000000 0.000000 0.700000 7.241613
1.598299 0.000000 0.000000 0.700000 7.241613
1.600800 0.000000 0.000000 0.700000 7.241613
1.603302 0.000000 0.000000 0.700000 7.241613
1.605803 0.000000 0.000000 0.700000 7.241613
1.608304 0.000000 0.000000 0.700000 7.241613
1.610805 0.000000 0.000000 0.700000 7.241613
1.613307 0.000000 0.000000 0.700000 7.241613
1.615808 0.000000 0.000000 0.700000 7.241613
1.618309 0.000000 0.000000 0.700000 7.241613
1.620810 0.000000 0.000000 0.700000 7.241613
1.623312 0.000000 0.000000 0.700000 7.241613
1.625813 0.000000 0.000000 0.700000 7.241613
1.628314 0.000000 0.000000 0.700000 7.241613
1.630815 0.000000 0.000000 0.700000 7.241613
1.633317 0.000000 0.000000 0.700000 7.241613
1.635818 0.000000 0.000000 0.700000 7.241613
1.638319 0.000000 0.000000 0.700000 7.241613
1.640820 0.000000 0.000000 0.700000 7.241613
1.643322 0.000000 0.000000 0.700000 7.241613
1.645823 0.000000 0.000000 0.700000 7.241613
1.648324 0.000000 0.000000 0.700000 7.241613
1.650825 0.000000 0.000000 0.700000 7.241613
1.653327 0.000000 0.000000 0.700000 7.241613
1.655828 0.000000 0.000000 0.700000 7.241613
1.658329 0.000000 0.000000 0.700000 7.241613
1.660830 0.000000 0.000000 0.700000 7.241613
1.663332 0.000000 0.000000 0.700000 7.241613
1.665833 0.000000 0.000000 0.700000 7.241613
1.668334 0.000000 0.000000 0.700000 7.241613
1.670835 0.000000 0.000000 0.700000 7.241613
1.673337 0.000000 0.000000 0.700000 7.241613
1.675838 0.000000 0.000000 0.700000 7.241613
1.678339 0.000000 0.000000 0.700000 7.241613
1.680840 0.000000 0.000000 0.700000 7.241613
1.683342 0.000000 0.000000 0.700000 7.241613
1.685843 0.000000 0.000000 0.700000 7.241613
1.688344 0.000000 0.000000 0.700000 7.241613
1.690845 0.000000 0.000000 0.700000 7.241613
1.693347 0.000000 0.000000 0.700000 7.241613
1.695848 0.000000 0.000000 0.700000 7.241613
1.698349 0.000000 0.000000 0.700000 7.241613
1.700850 0.000000 0.000000 0.700000 7.241613
1.703352 0.000000 0.000000 0.700000 7.241613
1.705853 0.000000 0.000000 0.700000 7.241613
1.708354 0.000000 0.000000 0.700000 7.241613
1.710855 0.000000 0.000000 0.700000 7.241613
1.713357 0.000000 0.000000 0.700000 7.241613
1.715858 0.000000 0.000000 0.700000 7.241613
1.718359 0.000000 0.000000 0.700000 7.241613
1.720860 0.000000 0.000000 0.700000 7.241613
1.723362 0.000000 0.000000 0.700000 7.241613
1.725863 0.000000 0.000000 0.700000 7.241613
1.728364 0.000000 0.000000 0.700000 7.241613
1.730865 0.000000 0.000000 0.700000 7.241613
1.733367 0.000000 0.000000 0.700000 7.241613
1.735868 0.000000 0.000000 0.700000 7.241613
1.738369 0.000000 0.000000 0.700000 7.241613
1.740870 0.000000 0.000000 0.700000 7.241613
1.743372 0.000000 0.000000 0.700000 7.241613
1.745873 0.000000 0.000000 0.700000 7.241613
1.748374 0.000000 0.000000 0.700000 7.241613
1.750875 0.000000 0.000000 0.700000 7.241613
1.753377 0.000000 0.000000 0.700000 7.241613
1.755878 0.000000 0.000000 0.700000 7.241613
1.758379 0.000000 0.000000 0.700000 7.241613
1.760880 0.000000 0.000000 0.700000 7.241613
1.763382 0.000000 0.000000 0.700000 7.241613
1.765883 0.000000 0.000000 0.700000 7.241613
1.768384 0.000000 0.000000 0.700000 7.241613
1.770885 0.000000 0.000000 0.700000 7.241613
1.773387 0.000000 0.000000 0.700000 7.241613
1.775888 0.000000 0.000000 0.700000 7.241613
1.778389 0.000000 0.000000 0.700000 7.241613
1.780890 0.000000 0.000000 0.700000 7.241613
1.783392 0.000000 0.000000 0.700000 7.241613
1.785893 0.000000 0.000000 0.700000 7.241613
1.788394 0.000000 0.000000 0.700000 7.241613
1.790895 0.000000 0.000000 0.700000 7.241613
1.793397 0.000000 0.000000 0.700000 7.241613
1.795898 0.000000 0.000000 0.700000 7.241613
1.798399 0.000000 0.000000 0.700000 7.241613
1.800900 0.000000 0.000000 0.700000 7.241613
1.803402 0.000000 0.000000 0.700000 7.241613
1.805903 0.000000 0.000000 0.700000 7.241613
1.808404 0.000000 0.000000 0.700000 7.241613
1.810905 0.000000 0.000000 0.700000 7.241613
1.813407 0.000000 0.000000 0.700000 7.241613
1.815908 0.000000 0.000000 0.700000 7.241613
1.818409 0.000000 0.000000 0.700000 7.241613
1.820910 0.000000 0.000000 0.700000 7.241613
1.823412 0.000000 0.000000 0.700000 7.241613
1.825913 0.000000 0.000000 0.700000 7.241613
1.828414 0.000000 0.000000 0.700000 7.241613
1.830915 0.000000 0.000000 0.700000 7.241613
1.833417 0.000000 0.000000 0.700000 7.241613
1.835918 0.000000 0.000000 0.700000 7.241613
1.838419 0.000000 0.000000 0.700000 7.241613
1.840920 0.000000 0.000000 0.700000 7.241613
1.843422 0.000000 0.000000 0.700000 7.241613
1.845923 0.000000 0.000000 0.700000 7.241613
1.848424 0.000000 0.000000 0.700000 7.241613
1.850925 0.000000 0.000000 0.700000 7.241613
1.853427 0.000000 0.000000 0.700000 7.241613
1.855928 0.000000 0.000000 0.700000 7.241613
1.858429 0.000000 0.000000 0.700000 7.241613
1.860930 0.000000 0.000000 0.700000 7.241613
1.863432 0.000000 0.000000 0.700000 7.241613
1.865933 0.000000 0.000000 0.700000 7.241613
1.868434 0.000000 0.000000 0.700000 7.241613
1.870935 0.000000 0.000000 0.700000 7.241613
1.873437 0.000000 0.000000 0.700000 7.241613
1.875938 0.000000 0.000000 0.700000 7.241613
1.878439 0.000000 0.000000 0.700000 7.241613
1.880940 0.000000 0.000000 0.700000 7.241613
1.883442 0.000000 0.000000 0.700000 7.241613
1.885943 0.000000 0.000000 0.700000 7.241613
1.888444 0.000000 0.000000 0.700000 7.241613
1.890945 0.000000 0.000000 0.700000 7.241613
1.893447 0.000000 0.000000 0.700000 7.241613
1.895948 0.000000 0.000000 0.700000 7.241613
1.898449 0.000000 0.000000 0.700000 7.241613
1.900950 0.000000 0.000000 0.700000 7.241613
1.903452 0.000000 0.000000 0.700000 7.241613
1.905953 0.000000 0.000000 0.700000 7.241613
1.908454 0.000000 0.000000 0.700000 7.241613
1.910955 0.000000 0.000000 0.700000 7.241613
1.913457 0.000000 0.000000 0.700000 7.241613
1.915958 0.000000 0.000000 0.700000 7.241613
1.918459 0.000000 0.000000 0.700000 7.241613
1.920960 0.000000 0.000000 0.700000 7.241613
1.923462 0.000000 0.000000 0.700000 7.241613
1.925963 0.000000 0.000000 0.700000 7.241613
1.928464 0.000000 0.000000 0.700000 7.241613
1.930965 0.000000 0.000000 0.700000 7.241613
1.933467 0.000000 0.000000 0.700000 7.241613
1.935968 0.000000 0.000000 0.700000 7.241613
1.938469 0.000000 0.000000 0.700000 7.241613
1.940970 0.000000 0.000000 0.700000 7.241613
1.943472 0.000000 0.000000 0.700000 7.241613
1.945973 0.000000 0.000000 0.700000 7.241613
1.948474 0.000000 0.000000 0.700000 7.241613
1.950975 0.000000 0.000000 0.700000 7.241613
1.953477 0.000000 0.000000 0.700000 7.241613
1.955978 0.000000 0.000000 0.700000 7.241613
1.958479 0.000000 0.000000 0.700000 7.241613
1.960980 0.000000 0.000000 0.700000 7.241613
1.963482 0.000000 0.000000 0.700000 7.241613
1.965983 0.000000 0.000000 0.700000 7.241613
1.968484 0.000000 0.000000 0.700000 7.241613
1.970985 0.000000 0.000000 0.700000 7.241613
1.973487 0.000000 0.000000 0.700000 7.241613
1.975988 0.000000 0.000000 0.700000 7.241613
1.978489 0.000000 0.000000 0.700000 7.241613
1.980990 0.000000 0.000000 0.700000 7.241613
1.983492 0.000000 0.000000 0.700000 7.241613
1.985993 0.000000 0.000000 0.700000 7.241613
1.988494 0.000000 0.000000 0.700000 7.241613
1.990995 0.000000 0.000000 0.700000 7.241613
1.993497 0.000000 0.000000 0.700000 7.241613
1.995998 0.000000 0.000000 0.700000 7.241613
1.998499 0.000000 0.000000 0.700000 7.241613
2.001001 0.000000 0.000000 0.700000 7.241613
2.003502 0.000000 0.000000 0.700000 7.241613
2.006003 0.000000 0.000000 0.700000 7.241613
2.008504 0.000000 0.000000 0.700000 7.241613
2.011006 0.000000 0.000000 0.700000 7.241613
2.013507 0.000000 0.000000 0.700000 7.241613
2.016008 0.000000 0.000000 0.700000 7.241613
2.018509 0.000000 0.000000 0.700000 7.241613
2.021011 0.000000 0.000000 0.700000 7.241613
2.023512 0.000000 0.000000 0.700000 7.241613
2.026013 0.000000 0.000000 0.700000 7.241613
2.028514 0.000000 0.000000 0.700000 7.241613
2.031016 0.000000 0.000000 0.700000 7.241613
2.033517 0.000000 0.000000 0.700000 7.241613
2.036018 0.000000 0.000000 0.700000 7.241613
2.038519 0.000000 0.000000 0.700000 7.241613
2.041021 0.000000 0.000000 0.700000 7.241613
2.043522 0.000000 0.000000 0.700000 7.241613
2.046023 0.000000 0.000000 0.700000 7.241613
2.048524 0.000000 0.000000 0.700000 7.241613
2.051026 0.000000 0.000000 0.700000 7.241613
2.053527 0.000000 0.000000 0.700000 7.241613
2.056028 0.000000 0.000000 0.700000 7.241613
2.058529 0.000000 0.000000 0.700000 7.241613
2.061031 0.000000 0.000000 0.700000 7.241613
2.063532 0.000000 0.000000 0.700000 7.241613
2.066033 0.000000 0.000000 0.700000 7.241613
2.068534 0.000000 0.000000 0.700000 7.241613
2.071036 0.000000 0.000000 0.700000 7.241613
2.073537 0.000000 0.000000 0.700000 7.241613
2.076038 0.000000 0.000000 0.700000 7.241613
2.078539 0.000000 0.000000 0.700000 7.241613
2.081041 0.000000 0.000000 0.700000 7.241613
2.083542 0.000000 0.000000 0.700000 7.241613
2.086043 0.000000 0.000000 0.700000 7.241613
2.088544 0.000000 0.000000 0.700000 7.241613
2.091046 0.000000 0.000000 0.700000 7.241613
2.093547 0.000000 0.000000 0.700000 7.241613
2.096048 0.000000 0.000000 0.700000 7.241613
2.098549 0.000000 0.000000 0.700000 7.241613
2.101051 0.000000 0.000000 0.700000 7.241613
2.103552 0.000000 0.000000 0.700000 7.241613
2.106053 0.000000 0.000000 0.700000 7.241613
2.108554 0.000000 0.000000 0.700000 7.241613
2.111056 0.000000 0.000000 0.700000 7.241613
2.113557 0.000000 0.000000 0.700000 7.241613
2.116058 0.000000 0.000000 0.700000 7.241613
2.118559 0.000000 0.000000 0.700000 7.241613
2.121061 0.000000 0.000000 0.700000 7.241613
2.123562 0.000000 0.000000 0.700000 7.241613
2.126063 0.000000 0.000000 0.700000 7.241613
2.128564 0.000000 0.000000 0.700000 7.241613
2.131066 0.000000 0.000000 0.700000 7.241613
2.133567 0.000000 0.000000 0.700000 7.241613
2.136068 0.000000 0.000000 0.700000 7.241613
2.138569 0.000000 0.000000 0.700000 7.241613
2.141071 0.000000 0.000000 0.700000 7.241613
2.143572 0.000000 0.000000 0.700000 7.241613
2.146073 0.000000 0.000000 0.700000 7.241613
2.148574 0.000000 0.000000 0.700000 7.241613
2.151076 0.000000 0.000000 0.700000 7.241613
2.153577 0.000000 0.000000 0.700000 7.241613
2.156078 0.000000 0.000000 0.700000 7.241613
2.158579 0.000000 0.000000 0.700000 7.241613
2.161081 0.000000 0.000000 0.700000 7.241613
2.163582 0.000000 0.000000 0.700000 7.241613
2.166083 0.000000 0.000000 0.700000 7.241613
2.168584 0.000000 0.000000 0.700000 7.241613
2.171086 0.000000 0.000000 0.700000 7.241613
2.173587 0.000000 0.000000 0.700000 7.241613
2.176088 0.000000 0.000000 0.700000 7.241613
2.178589 0.000000 0.000000 0.700000 7.241613
2.181091 0.000000 0.000000 0.700000 7.241613
2.183592 0.000000 0.000000 0.700000 7.241613
2.186093 0.000000 0.000000 0.700000 7.241613
2.188594 0.000000 0.000000 0.700000 7.241613
2.191096 0.000000 0.000000 0.700000 7.241613
2.193597 0.000000 0.000000 0.700000 7.241613
2.196098 0.000000 0.000000 0.700000 7.241613
2.198599 0.000000 0.000000 0.700000 7.241613
2.201101 0.000000 0.000000 0.700000 7.241613
2.203602 0.000000 0.000000 0.700000 7.241613
2.206103 0.000000 0.000000 0.700000 7.241613
2.208604 0.000000 0.000000 0.700000 7.241613
2.211106 0.000000 0.000000 0.700000 7.241613
2.213607 0.000000 0.000000 0.700000 7.241613
2.216108 0.000000 0.000000 0.700000 7.241613
2.218609 0.000000 0.000000 0.700000 7.241613
2.221111 0.000000 0.000000 0.700000 7.241613
2.223612 0.000000 0.000000 0.700000 7.241613
2.226113 0.000000 0.000000 0.700000 7.241613
2.228614 0.000000 0.000000 0.700000 7.241613
2.231116 0.000000 0.000000 0.700000 7.241613
2.233617 0.000000 0.000000 0.700000 7.241613
2.236118 0.000000 0.000000 0.700000 7.241613
2.238619 0.000000 0.000000 0.700000 7.241613
2.241121 0.000000 0.000000 0.700000 7.241613
2.243622 0.000000 0.000000 0.700000 7.241613
2.246123 0.000000 0.000000 0.700000 7.241613
2.248624 0.000000 0.000000 0.700000 7.241613
2.251126 0.000000 0.000000 0.700000 7.241613
2.253627 0.000000 0.000000 0.700000 7.241613
2.256128 0.000000 0.000000 0.700000 7.241613
2.258629 0.000000 0.000000 0.700000 7.241613
2.261131 0.000000 0.000000 0.700000 7.241613
2.263632 0.000000 0.000000 0.700000 7.241613
2.266133 0.000000 0.000000 0.700000 7.241613
2.268634 0.000000 0.000000 0.700000 7.241613
2.271136 0.000000 0.000000 0.700000 7.241613
2.273637 0.000000 0.000000 0.700000 7.241613
2.276138 0.000000 0.000000 0.700000 7.241613
2.278639 0.000000 0.000000 0.700000 7.241613
2.281141 0.000000 0.000000 0.700000 7.241613
2.283642 0.000000 0.000000 0.700000 7.241613
2.286143 0.000000 0.000000 0.700000 7.241613
2.288644 0.000000 0.000000 0.700000 7.241613
2.291146 0.000000 0.000000 0.700000 7.241613
2.293647 0.000000 0.000000 0.700000 7.241613
2.296148 0.000000 0.000000 0.700000 7.241613
2.298649 0.000000 0.000000 0.700000 7.241613
2.301151 0.000000 0.000000 0.700000 7.241613
2.303652 0.000000 0.000000 0.700000 7.241613
2.306153 0.000000 0.000000 0.700000 7.241613
2.308654 0.000000 0.000000 0.700000 7.241613
2.311156 0.000000 0.000000 0.700000 7.241613
2.313657 0.000000 0.000000 0.700000 7.241613
2.316158 0.000000 0.000000 0.700000 7.241613
2.318659 0.000000 0.000000 0.700000 7.241613
2.321161 0.000000 0.000000 0.700000 7.241613
2.323662 0.000000 0.000000 0.700000 7.241613
2.326163 0.000000 0.000000 0.700000 7.241613
2.328664 0.000000 0.000000 0.700000 7.241613
2.331166 0.000000 0.000000 0.700000 7.241613
2.333667 0.000000 0.000000 0.700000 7.241613
2.336168 0.000000 0.000000 0.700000 7.241613
2.338669 0.000000 0.000000 0.700000 7.241613
2.341171 0.000000 0.000000 0.700000 7.241613
2.343672 0.000000 0.000000 0.700000 7.241613
2.346173 0.000000 0.000000 0.700000 7.241613
2.348674 0.000000 0.000000 0.700000 7.241613
2.351176 0.000000 0.000000 0.700000 7.241613
2.353677 0.000000 0.000000 0.700000 7.241613
2.356178 0.000000 0.000000 0.700000 7.241613
2.358679 0.000000 0.000000 0.700000 7.241613
2.361181 0.000000 0.000000 0.700000 7.241613
2.363682 0.000000 0.000000 0.700000 7.241613
2.366183 0.000000 0.000000 0.700000 7.241613
2.368684 0.000000 0.000000 0.700000 7.241613
2.371186 0.000000 0.000000 0.700000 7.241613
2.373687 0.000000 0.000000 0.700000 7.241613
2.376188 0.000000 0.000000 0.700000 7.241613
2.378689 0.000000 0.000000 0.700000 7.241613
2.381191 0.000000 0.000000 0.700000 7.241613
2.383692 0.000000 0.000000 0.700000 7.241613
2.386193 0.000000 0.000000 0.700000 7.241613
2.388694 0.000000 0.000000 0.700000 7.241613
2.391196 0.000000 0.000000 0.700000 7.241613
2.393697 0.000000 0.000000 0.700000 7.241613
2.396198 0.000000 0.000000 0.700000 7.241613
2.398699 0.000000 0.000000 0.700000 7.241613
2.401201 0.000000 0.000000 0.700000 7.241613
2.403702 0.000000 0.000000 0.700000 7.241613
2.406203 0.000000 0.000000 0.700000 7.241613
2.408704 0.000000 0.000000 0.700000 7.241613
2.411206 0.000000 0.000000 0.700000 7.241613
2.413707 0.000000 0.000000 0.700000 7.241613
2.416208 0.000000 0.000000 0.700000 7.241613
2.418709 0.000000 0.000000 0.700000 7.241613
2.421211 0.000000 0.000000 0.700000 7.241613
2.423712 0.000000 0.000000 0.700000 7.241613
2.426213 0.000000 0.000000 0.700000 7.241613
2.428714 0.000000 0.000000 0.700000 7.241613
2.431216 0.000000 0.000000 0.700000 7.241613
2.433717 0.000000 0.000000 0.700000 7.241613
2.436218 0.000000 0.000000 0.700000 7.241613
2.438719 0.000000 0.000000 0.700000 7.241613
2.441221 0.000000 0.000000 0.700000 7.241613
2.443722 0.000000 0.000000 0.700000 7.241613
2.446223 0.000000 0.000000 0.700000 7.241613
2.448724 0.000000 0.000000 0.700000 7.241613
2.451226 0.000000 0.000000 0.700000 7.241613
2.453727 0.000000 0.000000 0.700000 7.241613
2.456228 0.000000 0.000000 0.700000 7.241613
2.458729 0.000000 0.000000 0.700000 7.241613
2.461231 0.000000 0.000000 0.700000 7.241613
2.463732 0.000000 0.000000 0.700000 7.241613
2.466233 0.000000 0.000000 0.700000 7.241613
2.468734 0.000000 0.000000 0.700000 7.241613
2.471236 0.000000 0.000000 0.700000 7.241613
2.473737 0.000000 0.000000 0.700000 7.241613
2.476238 0.000000 0.000000 0.700000 7.241613
2.478739 0.000000 0.000000 0.700000 7.241613
2.481241 0.000000 0.000000 0.700000 7.241613
2.483742 0.000000 0.000000 0.700000 7.241613
2.486243 0.000000 0.000000 0.700000 7.241613
2.488744 0.000000 0.000000 0.700000 7.241613
2.491246 0.000000 0.000000 0.700000 7.241613
2.493747 0.000000 0.000000 0.700000 7.241613
2.496248 0.000000 0.000000 0.700000 7.241613
2.498749 0.000000 0.000000 0.700000 7.241613
2.501251 0.000000 0.000000 0.700000 7.241613
2.503752 0.000000 0.000000 0.700000 7.241613
2.506253 0.000000 0.000000 0.700000 7.241613
2.508754 0.000000 0.000000 0.700000 7.241613
2.511256 0.000000 0.000000 0.700000 7.241613
2.513757 0.000000 0.000000 0.700000 7.241613
2.516258 0.000000 0.000000 0.700000 7.241613
2.518759 0.000000 0.000000 0.700000 7.241613
2.521261 0.000000 0.000000 0.700000 7.241613
2.523762 0.000000 0.000000 0.700000 7.241613
2.526263 0.000000 0.000000 0.700000 7.241613
2.528764 0.000000 0.000000 0.700000 7.241613
2.531266 0.000000 0.000000 0.700000 7.241613
2.533767 0.000000 0.000000 0.700000 7.241613
2.536268 0.000000 0.000000 0.700000 7.241613
2.538769 0.000000 0.000000 0.700000 7.241613
2.541271 0.000000 0.000000 0.700000 7.241613
2.543772 0.000000 0.000000 0.700000 7.241613
2.546273 0.000000 0.000000 0.700000 7.241613
2.548774 0.000000 0.000000 0.700000 7.241613
2.551276 0.000000 0.000000 0.700000 7.241613
2.553777 0.000000 0.000000 0.700000 7.241613
2.556278 0.000000 0.000000 0.700000 7.241613
2.558779 0.000000 0.000000 0.700000 7.241613
2.561281 0.000000 0.000000 0.700000 7.241613
2.563782 0.000000 0.000000 0.700000 7.241613
2.566283 0.000000 0.000000 0.700000 7.241613
2.568784 0.000000 0.000000 0.700000 7.241613
2.571286 0.000000 0.000000 0.700000 7.241613
2.573787 0.000000 0.000000 0.700000 7.241613
2.576288 0.000000 0.000000 0.700000 7.241613
2.578789 0.000000 0.000000 0.700000 7.241613
2.581291 0.000000 0.000000 0.700000 7.241613
2.583792 0.000000 0.000000 0.700000 7.241613
2.586293 0.000000 0.000000 0.700000 7.241613
2.588794 0.000000 0.000000 0.700000 7.241613
2.591296 0.000000 0.000000 0.700000 7.241613
2.593797 0.000000 0.000000 0.700000 7.241613
2.596298 0.000000 0.000000 0.700000 7.241613
2.598799 0.000000 0.000000 0.700000 7.241613
2.601301 0.000000 0.000000 0.700000 7.241613
2.603802 0.000000 0.000000 0.700000 7.241613
2.606303 0.000000 0.000000 0.700000 7.241613
2.608804 0.000000 0.000000 0.700000 7.241613
2.611306 0.000000 0.000000 0.700000 7.241613
2.613807 0.000000 0.000000 0.700000 7.241613
2.616308 0.000000 0.000000 0.700000 7.241613
2.618809 0.000000 0.000000 0.700000 7.241613
2.621311 0.000000 0.000000 0.700000 7.241613
2.623812 0.000000 0.000000 0.700000 7.241613
2.626313 0.000000 0.000000 0.700000 7.241613
2.628814 0.000000 0.000000 0.700000 7.241613
2.631316 0.000000 0.000000 0.700000 7.241613
2.633817 0.000000 0.000000 0.700000 7.241613
2.636318 0.000000 0.000000 0.700000 7.241613
2.638819 0.000000 0.000000 0.700000 7.241613
2.641321 0.000000 0.000000 0.700000 7.241613
2.643822 0.000000 0.000000 0.700000 7.241613
2.646323 0.000000 0.000000 0.700000 7.241613
2.648824 0.000000 0.000000 0.700000 7.241613
2.651326 0.000000 0.000000 0.700000 7.241613
2.653827 0.000000 0.000000 0.700000 7.241613
2.656328 0.000000 0.000000 0.700000 7.241613
2.658829 0.000000 0.000000 0.700000 7.241613
2.661331 0.000000 0.000000 0.700000 7.241613
2.663832 0.000000 0.000000 0.700000 7.241613
2.666333 0.000000 0.000000 0.700000 7.241613
2.668834 0.000000 0.000000 0.700000 7.241613
2.671336 0.000000 0.000000 0.700000 7.241613
2.673837 0.000000 0.000000 0.700000 7.241613
2.676338 0.000000 0.000000 0.700000 7.241613
2.678839 0.000000 0.000000 0.700000 7.241613
2.681341 0.000000 0.000000 0.700000 7.241613
2.683842 0.000000 0.000000 0.700000 7.241613
2.686343 0.000000 0.000000 0.700000 7.241613
2.688844 0.000000 0.000000 0.700000 7.241613
2.691346 0.000000 0.000000 0.700000 7.241613
2.693847 0.000000 0.000000 0.700000 7.241613
2.696348 0.000000 0.000000 0.700000 7.241613
2.698849 0.000000 0.000000 0.700000 7.241613
2.701351 0.000000 0.000000 0.700000 7.241613
2.703852 0.000000 0.000000 0.700000 7.241613
2.706353 0.000000 0.000000 0.700000 7.241613
2.708854 0.000000 0.000000 0.700000 7.241613
2.711356 0.000000 0.000000 0.700000 7.241613
2.713857 0.000000 0.000000 0.700000 7.241613
2.716358 0.000000 0.000000 0.700000 7.241613
2.718859 0.000000 0.000000 0.700000 7.241613
2.721361 0.000000 0.000000 0.700000 7.241613
2.723862 0.000000 0.000000 0.700000 7.241613
2.726363 0.000000 0.000000 0.700000 7.241613
2.728864 0.000000 0.000000 0.700000 7.241613
2.731366 0.000000 0.000000 0.700000 7.241613
2.733867 0.000000 0.000000 0.700000 7.241613
2.736368 0.000000 0.000000 0.700000 7.241613
2.738869 0.000000 0.000000 0.700000 7.241613
2.741371 0.000000 0.000000 0.700000 7.241613
2.743872 0.000000 0.000000 0.700000 7.241613
2.746373 0.000000 0.000000 0.700000 7.241613
2.748874 0.000000 0.000000 0.700000 7.241613
2.751376 0.000000 0.000000 0.700000 7.241613
2.753877 0.000000 0.000000 0.700000 7.241613
2.756378 0.000000 0.000000 0.700000 7.241613
2.758879 0.000000 0.000000 0.700000 7.241613
2.761381 0.000000 0.000000 0.700000 7.241613
2.763882 0.000000 0.000000 0.700000 7.241613
2.766383 0.000000 0.000000 0.700000 7.241613
2.768884 0.000000 0.000000 0.700000 7.241613
2.771386 0.000000 0.000000 0.700000 7.241613
2.773887 0.000000 0.000000 0.700000 7.241613
2.776388 0.000000 0.000000 0.700000 7.241613
2.778889 0.000000 0.000000 0.700000 7.241613
2.781391 0.000000 0.000000 0.700000 7.241613
2.783892 0.000000 0.000000 0.700000 7.241613
2.786393 0.000000 0.000000 0.700000 7.241613
2.788894 0.000000 0.000000 0.700000 7.241613
2.791396 0.000000 0.000000 0.700000 7.241613
